VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,Start,Destination
1,2022-01-22T09:39:07.000Z,2022-01-22T10:31:09.000Z,1.0,33.4,1.0,Y,70,265,4,88.0,0.0,0.5,0.0,193.3,0.3,282.1,0.0,0.0,East Elmhurst,NA
